title,domestic_gross,foreign_gross
To Rome with Love,16700000.0,56600000.0
Here Comes the Boom,45300000.0,27800000.0
Finding Nemo (3D),41100000.0,28200000.0
Anna Karenina,12800000.0,56100000.0
The Watch,35400000.0,32900000.0
Moonrise Kingdom,45500000.0,22800000.0
Tyler Perry's Madea's Witness Protection,65700000.0,1200000.0
The Cabin in the Woods,42100000.0,24400000.0
Beauty and the Beast (3D),47600000.0,14400000.0
Rock of Ages,38500000.0,20900000.0
That's My Boy,36900000.0,20800000.0
The Odd Life of Timothy Green,51900000.0,4200000.0
The Three Stooges,44300000.0,10500000.0
The Five-Year Engagement,28800000.0,25100000.0
Lawless,37400000.0,16300000.0
Silent Hill: Revelation 3D,17500000.0,34800000.0
Red Tails,49900000.0,489000.0
"Monsters, Inc. (3D)",34000000.0,16200000.0
Trouble with the Curve,35800000.0,13200000.0
Little White Lies,206000.0,48300000.0
End of Watch,41000000.0,7100000.0
Man on a Ledge,18600000.0,27600000.0
House at the End of The Street,31600000.0,12700000.0
The Guilt Trip,37100000.0,4700000.0
A Werewolf Boy,343000.0,41300000.0
Safe (2012),17100000.0,23200000.0
Killing Them Softly,15000000.0,22900000.0
Chernobyl Diaries,18100000.0,19000000.0
One For the Money,26400000.0,10500000.0
Dredd,13400000.0,22200000.0
Tyler Perry's Good Deeds,35000000.0,553000.0
Arbitrage,7900000.0,27600000.0
Chimpanzee,29000000.0,5900000.0
Alex Cross,25900000.0,8700000.0
Salmon Fishing in the Yemen,9000000.0,25500000.0
Fetih 1453: The Conquest of Constantinople,35700.0,34400000.0
Cirque Du Soleil: Worlds Away,12500000.0,21600000.0
The Perks of Being a Wallflower,17700000.0,15600000.0
Haywire,18900000.0,14400000.0
Katy Perry: Part of Me,25300000.0,7400000.0
Lockout,14300000.0,17900000.0
Joyful Noise,30900000.0,226000.0
Premium Rush,20300000.0,10800000.0
The Raven,16000000.0,13600000.0
Rowdy Rathore,777000.0,28600000.0
Dragon (2012),11100.0,29100000.0
Bol Bachchan,1200000.0,27600000.0
The Master,16399999.0,11900000.0
Rust and Bone,2100000.0,23700000.0
Big Miracle,20200000.0,4600000.0
Sparkle (2012),24400000.0,240000.0
To the Arctic (IMAX),14600000.0,9100000.0
Hitchcock,6000000.0,17600000.0
A Thousand Words,18500000.0,3600000.0
Wanderlust,17500000.0,4200000.0
Beasts of the Southern Wild,12800000.0,8300000.0
Polisse,211000.0,20200000.0
Amour,6700000.0,13100000.0
The Man with the Iron Fists,15600000.0,4099999.0
Seven Psychopaths,15000000.0,4400000.0
Gone,11700000.0,6400000.0
Norwegian Wood,13000.0,17600000.0
The Cold Light of Day,3800000.0,13100000.0
My Way (2012),70200.0,16500000.0
Tomorrow When the War Began,4900.0,16500000.0
We Have a Pope,548000.0,15600000.0
Headhunters,1200000.0,14500000.0
Hit and Run,13700000.0,704000.0
War of the Buttons (2012),47800.0,13800000.0
Red Lights (2012),52600.0,13500000.0
The Words,11500000.0,1700000.0
Silent House,12800000.0,347000.0
Friends with Kids,7300000.0,5800000.0
The Well-Digger's Daughter,386000.0,12200000.0
Klown,68800.0,12400000.0
Seeking Justice,412000.0,11900000.0
Bachelorette,448000.0,11500000.0
This Must Be the Place,144000.0,11600000.0
Fun Size,9400000.0,2000000.0
Rec 3: Genesis,9600.0,10100000.0
Delicacy,499000.0,9200000.0
Seeking a Friend for the End of the World,7100000.0,2600000.0
The Apparition,4900000.0,4700000.0
For Greater Glory,5700000.0,4000000.0
Hysteria,1800000.0,7700000.0
The Sessions,6000000.0,3100000.0
Ruby Sparks,2500000.0,6600000.0
Hyde Park on Hudson,6400000.0,2500000.0
On the Road,744000.0,8000000.0
Boy (2012),256000.0,8400000.0
Piranha 3DD,377000.0,8100000.0
Easy Money (2012),206000.0,8199999.0
Space Dogs 3D,14400.0,8300000.0
Bel Ami,120000.0,8199999.0
Promised Land (2012),7600000.0,541000.0
Iron Sky,122000.0,8000000.0
Casa De Mi Padre,5900000.0,2100000.0
Heroine,599000.0,7400000.0
A Royal Affair,1500000.0,6000000.0
All Together,43200.0,7200000.0
My Worst Nightmare,22000.0,7100000.0
Monsieur Lazhar (U.S.-only),2000000.0,4600000.0
Goon,4200000.0,2300000.0
Cosmopolis,764000.0,5300000.0
Chasing Mavericks,6000000.0,600.0
Declaration of War,59100.0,5800000.0
Puella Magi Madoka Magica the Movie,180000.0,5600000.0
Albert Nobbs,3000000.0,2600000.0
In Darkness,1000000.0,4500000.0
Farewell My Queen,1600000.0,3700000.0
Girl in Progress,2600000.0,2000000.0
"Jeff, Who Lives at Home",4300000.0,148000.0
Barbara,1000000.0,3100000.0
Nitro Circus the Movie 3D,3400000.0,526000.0
The Lady,355000.0,3400000.0
Branded,354000.0,3400000.0
The Rabbi's Cat,23400.0,3700000.0
Killer Joe,2000000.0,1700000.0
Hara-Kiri: Death of a Samurai,75700.0,3400000.0
Intruders,69100.0,2900000.0
A Simple Life,192000.0,2600000.0
Simon and the Oaks,151000.0,2400000.0
Kid With a Bike,1500000.0,1000000.0
Chico & Rita,351000.0,1900000.0
Stolen (2012),304000.0,1800000.0
The Imposter,898000.0,1100000.0
The Day I Saw Your Heart,3500.0,2000000.0
Tales of the Night,11000.0,1700000.0
Beloved (2012),138000.0,1500000.0
360,100000.0,1600000.0
2 Days in New York,633000.0,1000000.0
Hermano,29900.0,1600000.0
Lay the Favorite,21000.0,1600000.0
Soldiers of Fortune,38900.0,1500000.0
I Wish,146000.0,1400000.0
The Salt of Life,317000.0,1200000.0
Chicken with Plums,254000.0,1200000.0
The Paperboy,693000.0,661000.0
Unforgivable,154000.0,1200000.0
A Little Bit of Heaven,15400.0,1300000.0
Meerkats,778000.0,482000.0
Once Upon a Time in Anatolia,152000.0,1000000.0
Coriolanus,757000.0,315000.0
Elles,158000.0,754000.0
W.E.,583000.0,285000.0
Breathing,4600.0,803000.0
Free Men,53800.0,564000.0
Sister (2012),155000.0,400000.0
Bully (2012),279000.0,182000.0
Apartment 143,400.0,426000.0
Universal Soldier: Day of Reckoning,5500.0,364000.0
17 Girls,15100.0,186000.0
Butter,105000.0,70700.0
Kill List,29100.0,143000.0
Toys in the Attic,64900.0,61600.0
Wagner & Me,37700.0,41000.0
Attenberg,24000.0,45900.0
North Sea Texas,28300.0,16700.0
Cirkus Columbia,3500.0,9500.0
Frozen,400700000.0,875700000.0
Iron Man 3,409000000.0,805800000.0
Despicable Me 2,368100000.0,602700000.0
The Hobbit: The Desolation of Smaug,258399999.0,700000000.0
The Hunger Games: Catching Fire,424700000.0,440300000.0
Fast & Furious 6,238700000.0,550000000.0
Monsters University,268500000.0,475700000.0
Gravity,274100000.0,449100000.0
Man of Steel,291000000.0,377000000.0
Thor: The Dark World,206400000.0,438200000.0
The Croods,187200000.0,400000000.0
World War Z,202400000.0,337600000.0
Oz The Great and Powerful,234900000.0,258399999.0
Star Trek Into Darkness,228800000.0,238600000.0
The Wolverine,132600000.0,282300000.0
Pacific Rim,101800000.0,309200000.0
The Wolf of Wall Street,116900000.0,275100000.0
G.I. Joe: Retaliation,122500000.0,253200000.0
The Hangover Part III,112200000.0,249800000.0
The Great Gatsby (2013),144800000.0,208800000.0
Now You See Me,117700000.0,234000000.0
The Smurfs 2,71000000.0,276500000.0
The Conjuring,137400000.0,182100000.0
A Good Day to Die Hard,67300000.0,237300000.0
Oblivion,89100000.0,197100000.0
Elysium,93100000.0,193100000.0
Turbo,83000000.0,199500000.0
Cloudy with a Chance of Meatballs 2,119800000.0,154500000.0
We're the Millers,150400000.0,119600000.0
Epic,107500000.0,160900000.0
The Lone Ranger,89300000.0,171200000.0
American Hustle,150100000.0,101100000.0
Grown Ups 2,133699999.0,113300000.0
After Earth,60500000.0,183300000.0
Planes,90300000.0,149000000.0
The Heat,159600000.0,70300000.0
Hansel and Gretel: Witch Hunters,55700000.0,170600000.0
Captain Phillips,107100000.0,111700000.0
White House Down,73100000.0,132300000.0
Percy Jackson: Sea of Monsters,68600000.0,131300000.0
Lost in Thailand,57400.0,197700000.0
Jack the Giant Slayer,65200000.0,132500000.0
The Secret Life of Walter Mitty,58200000.0,129900000.0
12 Years a Slave,56700000.0,131100000.0
Lee Daniels' The Butler,116600000.0,60000000.0
Identity Thief,134500000.0,39500000.0
Anchorman 2: The Legend Continues,125200000.0,46300000.0
Olympus Has Fallen,98900000.0,71300000.0
Insidious Chapter 2,83600000.0,78300000.0
Lone Survivor,125100000.0,29700000.0
Jackass Presents: Bad Grandpa,102000000.0,49800000.0
47 Ronin,38400000.0,113400000.0
Red 2,53300000.0,94800000.0
Mama,71600000.0,74800000.0
Escape Plan,25100000.0,112200000.0
Last Vegas,63900000.0,70500000.0
2 Guns,75600000.0,56300000.0
Walking with Dinosaurs,36100000.0,90500000.0
This is the End,101500000.0,24600000.0
Ender's Game,61700000.0,63800000.0
Prisoners,61000000.0,61100000.0
Saving Mr. Banks,83300000.0,34600000.0
Warm Bodies,66400000.0,50600000.0
Jurassic Park 3D,45400000.0,71100000.0
Personal Tailor,376000.0,115800000.0
Free Birds,55800000.0,54600000.0
Gangster Squad,46000000.0,59200000.0
Philomena,37700000.0,62400000.0
Instructions Not Included,44500000.0,54600000.0
Riddick,42000000.0,56300000.0
Safe Haven,71300000.0,26200000.0
Evil Dead (2013),54200000.0,43300000.0
Blue Jasmine,33400000.0,64099999.0
The Mortal Instruments: City of Bones,31200000.0,64200000.0
The Internship,44700000.0,48800000.0
Rush (2013),26900000.0,63300000.0
The Purge,64500000.0,24900000.0
Dhoom 3,8000000.0,80000000.0
About Time,15300000.0,71800000.0
Pain and Gain,49900000.0,36300000.0
Carrie (2013),35300000.0,49500000.0
The Family (2013),36900000.0,41500000.0
Scary Movie 5,32000000.0,46400000.0
R.I.P.D.,33600000.0,44700000.0
Tiny Times,23500.0,77700000.0
The Book Thief,21500000.0,55100000.0
Escape From Planet Earth,57000000.0,17600000.0
August: Osage County,37700000.0,36500000.0
The Best Man Holiday,70500000.0,2300000.0
Young Detective Dee: Rise of the Sea Dragon,87800.0,72200000.0
The Counselor,17000000.0,54000000.0
The Call,51900000.0,16700000.0
One Direction: This is Us,28900000.0,39700000.0
The Grandmaster,6600000.0,57500000.0
Side Effects (2013),32200000.0,31200000.0
The Host (2013),26600000.0,36700000.0
Runner Runner,19300000.0,43400000.0
From Up on Poppy Hill,1000000.0,60000000.0
Kick-Ass 2,28800000.0,32000000.0
A Haunted House,40000000.0,20100000.0
Beautiful Creatures (2013),19500000.0,40600000.0
Quartet,18400000.0,41100000.0
Dallas Buyers Club,27300000.0,27900000.0
The Face Reader,516000.0,54100000.0
Tyler Perry's A Madea Christmas,52500000.0,853000.0
Tyler Perry's Temptation: Confessions of a Marriage Counselor,52000000.0,1200000.0
Delivery Man,30700000.0,19300000.0
The Berlin File,665000.0,48300000.0
The Last Stand,12100000.0,36300000.0
21 and Over,25700000.0,22400000.0
Her (2013),25600000.0,21800000.0
Tiny Times 2,43800.0,47200000.0
Texas Chainsaw 3D,34300000.0,12900000.0
The Big Wedding,21800000.0,24700000.0
Parker,17600000.0,28600000.0
The World's End,26000000.0,20100000.0
Grudge Match,29800000.0,15100000.0
Homefront,20200000.0,22900000.0
Jobs,16100000.0,19800000.0
The Place Beyond the Pines,21400000.0,14100000.0
Inside Llewyn Davis,13200000.0,19700000.0
Mud,21600000.0,11000000.0
Movie 43,8800000.0,23600000.0
Kevin Hart: Let Me Explain,32200000.0,74000.0
Spring Breakers,14100000.0,17600000.0
New World (2013),458000.0,31200000.0
Don Jon,24500000.0,6000000.0
I Give It a Year,34700.0,28200000.0
Nebraska,17700000.0,10000000.0
The Incredible Burt Wonderstone,22500000.0,4900000.0
Mandela: Long Walk to Freedom,8300000.0,19000000.0
Khumba,1000.0,27200000.0
Dark Skies,17400000.0,9000000.0
Enough Said,17600000.0,7700000.0
Trance,2300000.0,21900000.0
"The Way, Way Back",21500000.0,1700000.0
Kon-Tiki,1500000.0,21300000.0
Baggage Claim,21600000.0,887000.0
Diana,335000.0,21400000.0
The Great Beauty,2900000.0,18500000.0
The Sapphires,2500000.0,18000000.0
The Company You Keep,5100000.0,14500000.0
The Bling Ring,5800000.0,13300000.0
Dead Man Down,10900000.0,7200000.0
Fruitvale Station,16100000.0,1300000.0
Battle of the Year,8900000.0,7700000.0
Out of the Furnace,11300000.0,4300000.0
Billy and Buddy,900.0,15200000.0
Machete Kills,8000000.0,7000000.0
Journey to the South Pacific,7600000.0,6500000.0
Paranoia,7400000.0,6400000.0
All Is Lost,6300000.0,7400000.0
Puella Magi Madoka Magica the Movie: Rebellion,376000.0,12600000.0
Stoker,1700000.0,10400000.0
In the House,390000.0,11500000.0
I'm So Excited,1400000.0,10400000.0
Haute Cuisine,218000.0,11200000.0
Before Midnight,8100000.0,3100000.0
Only God Forgives,779000.0,9900000.0
The Past,1300000.0,9300000.0
Love is All You Need,1600000.0,8400000.0
Tyler Perry Presents Peeples,9200000.0,130000.0
Jerusalem,8000000.0,1300000.0
The Fifth Estate,3300000.0,5300000.0
Upside Down,105000.0,8000000.0
Metallica Through the Never,3400000.0,4600000.0
Pulling Strings,5800000.0,2000000.0
Black Nativity,7000000.0,436000.0
Blue Is the Warmest Color,2200000.0,5200000.0
Unfinished Song,1700000.0,5300000.0
The Angels' Share,347000.0,6700000.0
The Sweeney,26700.0,6300000.0
Populaire,179000.0,5300000.0
Broken Circle Breakdown,175000.0,5300000.0
Fists of Legend,134000.0,5300000.0
Oldboy (2013),2200000.0,2700000.0
Commitment,76500.0,4500000.0
White Elephant,8900.0,4400000.0
You Will Be My Son,285000.0,3600000.0
Pieta,22100.0,3600000.0
Mental,17700.0,3600000.0
The To-Do List,3500000.0,74600.0
Mr. Nobody,3600.0,3500000.0
Capital,102000.0,2400000.0
The East,2300000.0,99700.0
Reality (2013),72600.0,2200000.0
The Sorcerer and the White Snake,18800.0,2100000.0
Starbuck (U.S. only),340000.0,1300000.0
Therese,102000.0,1500000.0
Lovelace,357000.0,1200000.0
Violeta Went to Heaven,21500.0,1200000.0
The Wall (2013),38700.0,1100000.0
Ain't Them Bodies Saints,397000.0,635000.0
The Monk,13500.0,794000.0
Salinger,584000.0,67000.0
You Ain't Seen Nothin' Yet,18900.0,488000.0
Shadow Dancer,101000.0,319000.0
Tai Chi Hero,35100.0,347000.0
A Bottle in the Gaza Sea,5900.0,306000.0
The Silence,100000.0,132000.0
Transformers: Age of Extinction,245400000.0,858600000.0
The Hobbit: The Battle of the Five Armies,255100000.0,700900000.0
Guardians of the Galaxy,333200000.0,440200000.0
Maleficent,241400000.0,517100000.0
The Hunger Games: Mockingjay - Part 1,337100000.0,418200000.0
X-Men: Days of Future Past,233900000.0,513900000.0
Captain America: The Winter Soldier,259800000.0,454500000.0
Dawn of the Planet of the Apes,208500000.0,502100000.0
The Amazing Spider-Man 2,202900000.0,506100000.0
Interstellar,188000000.0,489400000.0
Big Hero 6,222500000.0,435300000.0
How to Train Your Dragon 2,177000000.0,444500000.0
American Sniper,350100000.0,197300000.0
Godzilla (2014),200700000.0,328400000.0
Rio 2,131500000.0,368600000.0
Teenage Mutant Ninja Turtles (2014),191200000.0,302100000.0
The LEGO Movie,257800000.0,211400000.0
Lucy,126700000.0,336700000.0
Penguins of Madagascar,83400000.0,289700000.0
Edge of Tomorrow,100200000.0,270300000.0
Gone Girl,167800000.0,201600000.0
Night at the Museum: Secret of the Tomb,113700000.0,249500000.0
Noah,101200000.0,261399999.0
The Maze Runner,102400000.0,245900000.0
300: Rise of An Empire,106600000.0,231000000.0
22 Jump Street,191700000.0,139600000.0
The Fault in our Stars,124900000.0,182300000.0
Divergent,150900000.0,137900000.0
Mr. Peabody & Sherman,111500000.0,164200000.0
Neighbors,150200000.0,120500000.0
Exodus: Gods and Kings,65000000.0,203200000.0
Annabelle,84300000.0,172800000.0
Hercules (2014),72700000.0,172100000.0
RoboCop (2014),58600000.0,184100000.0
The Imitation Game,91100000.0,142400000.0
Non-Stop,92200000.0,130600000.0
Dracula Untold,56300000.0,160800000.0
The Expendables 3,39300000.0,175300000.0
Into the Woods,128000000.0,85100000.0
Fury (2014),85800000.0,126000000.0
Journey to the West,18100.0,205600000.0
Need for Speed,43600000.0,159700000.0
The Other Woman (2014),83900000.0,112800000.0
The Equalizer,101500000.0,90800000.0
Breakup Buddies,778000.0,188200000.0
The Grand Budapest Hotel,59300000.0,115500000.0
Dumb and Dumber To,86200000.0,83600000.0
Unbroken,115600000.0,47800000.0
Into The Storm,47600000.0,114100000.0
The Monuments Men,78000000.0,77000000.0
Ride Along,134900000.0,19500000.0
Planes: Fire & Rescue,59200000.0,92200000.0
Let's Be Cops,82400000.0,55800000.0
Jack Ryan: Shadow Recruit,50600000.0,84900000.0
Annie (2014),85900000.0,47900000.0
Blended,46300000.0,81700000.0
Sex Tape,38500000.0,87500000.0
The Theory of Everything,35900000.0,87800000.0
The Nut Job,64300000.0,56600000.0
The Wind Rises,5200000.0,112700000.0
Pompeii,23200000.0,94600000.0
The Admiral: Roaring Currents,2600000.0,109600000.0
The Purge: Anarchy,72000000.0,40000000.0
The Boxtrolls,50800000.0,58400000.0
Horrible Bosses 2,54400000.0,53200000.0
Ouija,50900000.0,52700000.0
Birdman,42300000.0,60900000.0
Transcendence,23000000.0,80000000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",67000000.0,34400000.0
Heaven is for Real,91400000.0,9900000.0
Tammy,84500000.0,16000000.0
P.K.,10600000.0,89800000.0
The Book of Life (2014),50200000.0,49600000.0
Paranormal Activity: The Marked Ones,32500000.0,58400000.0
The Hundred-Foot Journey,54200000.0,34600000.0
John Wick,43000000.0,45700000.0
Deliver Us From Evil,30600000.0,57400000.0
A Million Ways to Die in the West,43100000.0,44100000.0
Snowpiercer,4600000.0,82200000.0
Step Up All In,14900000.0,71300000.0
The Judge,47100000.0,37300000.0
Muppets Most Wanted,51200000.0,29200000.0
If I Stay,50500000.0,28400000.0
"I, Frankenstein",19100000.0,52100000.0
The Attorney,557000.0,70000000.0
Think Like a Man Too,65200000.0,5000000.0
Brick Mansions,20400000.0,48500000.0
Stalingrad (2014),1000000.0,67099999.0
Son of God,59700000.0,8100000.0
Jersey Boys,47000000.0,20600000.0
The Giver,45100000.0,21900000.0
Selma,52100000.0,14700000.0
God's Not Dead,60800000.0,3900000.0
Thunder and the House of Magic!,4100.0,64200000.0
Begin Again,16200000.0,47300000.0
The Legend of Hercules,18800000.0,42400000.0
Evangelion: 3.0 You Can (Not) Redo,175000.0,60300000.0
Dolphin Tale 2,42000000.0,15800000.0
St. Vincent,44100000.0,10700000.0
No Good Deed (2014),52500000.0,1800000.0
A Walk Among the Tombstones,26300000.0,26900000.0
3 Days to Kill,30700000.0,21900000.0
Wild (2014),37900000.0,14600000.0
Magic in the Moonlight,10500000.0,40500000.0
Dragon Ball Z: Battle of Gods,2600000.0,47800000.0
About Last Night (2014),48600000.0,365000.0
Whiplash,13100000.0,35900000.0
Chef,31400000.0,14500000.0
Earth to Echo,38900000.0,6400000.0
Boyhood,25400000.0,19100000.0
Oculus,27700000.0,16300000.0
Bang Bang,2500000.0,39500000.0
As Above/So Below,21300000.0,20600000.0
This is Where I Leave You,34300000.0,7000000.0
That Awkward Moment,26100000.0,14400000.0
Frank Miller's Sin City: A Dame to Kill For,13800000.0,25600000.0
The Gambler,33700000.0,5600000.0
Million Dollar Arm,36500000.0,2800000.0
Nightcrawler,32400000.0,6300000.0
Devil's Due,15800000.0,21100000.0
A Most Wanted Man,17200000.0,19000000.0
The Best of Me,26800000.0,9200000.0
Endless Love (2014),23400000.0,11300000.0
Get On Up,30700000.0,2700000.0
The November Man,25000000.0,7500000.0
The Pirates,416000.0,32100000.0
Winter's Tale,12600000.0,18500000.0
Draft Day,28800000.0,620000.0
Big Eyes,14500000.0,14800000.0
The Divine Move,137000.0,27800000.0
Top Five,25300000.0,800000.0
Iceman (2014),7700.0,26000000.0
And So It Goes,15200000.0,10200000.0
On the Other Side of the Tracks,9600.0,25100000.0
The Players,10900.0,24600000.0
The Tale of The Princess Kaguya,703000.0,23500000.0
A Haunted House 2,17300000.0,6600000.0
The Railway Man,4400000.0,17900000.0
Mr. Turner,4000000.0,18200000.0
The Suspect (2014),219000.0,21400000.0
Bears,17800000.0,3500000.0
Yves Saint Laurent,724000.0,20300000.0
Labor Day,13400000.0,6900000.0
"Like Father, Like Son (2014)",335000.0,19600000.0
Left Behind (2014),14000000.0,5700000.0
Legends of Oz: Dorothy's Return,8500000.0,10200000.0
The Drop,10700000.0,7900000.0
The Quiet Ones,8500000.0,9300000.0
Sabotage (2014),10500000.0,7000000.0
Road to Ninja - Naruto the Movie,43200.0,17300000.0
Calvary,3600000.0,13300000.0
The Pyramid,2800000.0,14100000.0
Tyler Perry's The Single Moms Club,16000000.0,364000.0
Beyond Outrage,3900.0,16200000.0
Before I Go To Sleep,3200000.0,12200000.0
Vampire Academy,7800000.0,7600000.0
Inherent Vice,8100000.0,6600000.0
Island of Lemurs: Madagascar (IMAX),11300000.0,2800000.0
The Two Faces of January,507000.0,13000000.0
Fading Gigolo,3800000.0,9600000.0
A Most Violent Year,5700000.0,6300000.0
The Interview (2014),6100000.0,5200000.0
One Chance,101000.0,10800000.0
Bicycling with Moliere,59900.0,10700000.0
Wetlands,59500.0,10500000.0
The Babadook,964000.0,9300000.0
Nymphomaniac: Volume I,786000.0,9500000.0
Gladiators of Rome,8200.0,10100000.0
Mood Indigo,303000.0,9500000.0
Alan Partridge: The Movie,153000.0,9600000.0
Venus in Fur,374000.0,8000000.0
Filth,34400.0,8300000.0
What If (2014),3500000.0,4400000.0
Finding Fanny,616000.0,7100000.0
Pride (2014),1400000.0,6100000.0
Chinese Puzzle,339000.0,7100000.0
A Long Way Down,13300.0,7200000.0
"Two Days, One Night",1400000.0,5400000.0
A Letter to Momo,71700.0,6700000.0
Le Chef,343000.0,5900000.0
Mas Negro Que La Noche,870000.0,5200000.0
French Gigolo (Cliente),3000.0,6000000.0
The Trip to Italy,2900000.0,3000000.0
The Immigrant,2000000.0,3800000.0
Wish I Was Here,3600000.0,1900000.0
Under the Skin (2014),2600000.0,2800000.0
The French Minister,12000.0,5100000.0
Ernest & Celestine,262000.0,4800000.0
Tracks (2014),510000.0,4400000.0
The Love Punch,267000.0,4500000.0
Diplomacy,231000.0,3700000.0
Horns,174000.0,3700000.0
Ragnarok,1400.0,3700000.0
Veronica Mars,3300000.0,195000.0
Enemy,1000000.0,2400000.0
Words and Pictures,2200000.0,1200000.0
The Protector 2,2500.0,3300000.0
The Rover,1100000.0,2100000.0
The Mystery of Happiness,8500.0,3200000.0
The German Doctor,418000.0,2600000.0
Citizenfour,2800000.0,202000.0
A Coffee in Berlin,150000.0,2600000.0
Living is Easy with Eyes Closed,11600.0,2600000.0
A Five Star Life,307000.0,2200000.0
Blood Ties (2014),42500.0,2400000.0
The Guest (2014),333000.0,2000000.0
Life of Riley,11600.0,2300000.0
Marius,9800.0,2200000.0
"Men, Women & Children",706000.0,1500000.0
Nymphomaniac: Volume II,327000.0,1900000.0
"20,000 Days on Earth",280000.0,1800000.0
Make Your Move,125000.0,1300000.0
Bright Days Ahead,21800.0,1400000.0
Postman Pat: The Movie,1500.0,1300000.0
Just a Sigh,75500.0,1200000.0
For a Woman,32299.0,1200000.0
Why Don't You Play in Hell,28500.0,1200000.0
The Way He Looks,101000.0,1100000.0
Ilo Ilo,56800.0,1100000.0
Jackpot,800.0,1100000.0
Borgman,57500.0,952000.0
The Disappearance of Eleanor Rigby,588000.0,397000.0
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),3300.0,797000.0
The Zero Theorem,258000.0,513000.0
Archipelago,7800.0,492000.0
The Congress,138000.0,318000.0
Bjork - Biophilia Live,128000.0,306000.0
The Last Sentence,62500.0,265000.0
7 Boxes,38100.0,267000.0
Gabrielle (2014),5500.0,222000.0
Unrelated,4500.0,154000.0
May in the Summer,22000.0,112000.0
Life's a Breeze,3500.0,99700.0
Policeman,11300.0,27000.0
Star Wars: The Force Awakens,936700000.0,1131.6
Jurassic World,652300000.0,1019.4
Furious 7,353000000.0,1163.0
Avengers: Age of Ultron,459000000.0,946400000.0
Minions,336000000.0,823400000.0
Spectre,200100000.0,680600000.0
Inside Out,356500000.0,501100000.0
Mission: Impossible - Rogue Nation,195000000.0,487700000.0
The Hunger Games: Mockingjay - Part 2,281700000.0,371700000.0
The Martian,228400000.0,401700000.0
Fifty Shades of Grey,166200000.0,404800000.0
Cinderella (2015),201200000.0,342400000.0
The Revenant,183600000.0,349300000.0
Ant-Man,180200000.0,339100000.0
Hotel Transylvania 2,169700000.0,305100000.0
San Andreas,155200000.0,318800000.0
Terminator: Genisys,89800000.0,350800000.0
Kingsman: The Secret Service,128300000.0,286100000.0
Home (2015),177400000.0,208600000.0
Mad Max: Fury Road,153600000.0,224800000.0
The Good Dinosaur,123100000.0,209100000.0
Taken 3,89300000.0,237200000.0
The SpongeBob Movie: Sponge Out of Water,163000000.0,162200000.0
Maze Runner: The Scorch Trials,81700000.0,230600000.0
The Divergent Series: Insurgent,130199999.0,167100000.0
Pitch Perfect 2,184300000.0,103200000.0
Paddington,76300000.0,191800000.0
Mojin: The Lost Legend,1200000.0,258100000.0
Lost in Hong Kong,1300000.0,255000000.0
The Peanuts Movie,130199999.0,116100000.0
Pixels,78700000.0,166100000.0
Daddy's Home,150400000.0,92400000.0
Spy,110800000.0,124800000.0
Alvin and the Chipmunks: The Road Chip,85900000.0,148900000.0
Goodbye Mr. Loser,1300000.0,226800000.0
Ted 2,81500000.0,135200000.0
Tomorrowland,93400000.0,115700000.0
Everest (2015),43500000.0,159900000.0
Straight Outta Compton,161200000.0,40400000.0
The Intern,75800000.0,118800000.0
Jupiter Ascending,47400000.0,136600000.0
Creed,109800000.0,63800000.0
Fantastic Four,56100000.0,111900000.0
Bridge of Spies,72300000.0,93200000.0
Focus (2015),53900000.0,105200000.0
The Hateful Eight,54100000.0,101600000.0
Goosebumps,80100000.0,70100000.0
The Last Witch Hunter,27400000.0,119600000.0
The Taking of Tiger Mountain,229000.0,141400000.0
Trainwreck,110200000.0,30600000.0
Mr. Six,1400000.0,137800000.0
Point Break (2015),28800000.0,104900000.0
The Big Short,70300000.0,63200000.0
Pan,35100000.0,93300000.0
Wolf Totem,211000.0,125600000.0
Magic Mike XXL,66000000.0,56500000.0
Dragon Blade,74100.0,121500000.0
Seventh Son,17200000.0,97000000.0
Insidious Chapter 3,52200000.0,60800000.0
Get Hard,90400000.0,21400000.0
The Man From U.N.C.L.E.,45400000.0,64400000.0
Paul Blart: Mall Cop 2,71000000.0,36600000.0
Shaun the Sheep Movie,19400000.0,86800000.0
Sisters,87000000.0,18000000.0
Vacation,58900000.0,46000000.0
Chappie,31600000.0,70500000.0
Joy,56500000.0,44700000.0
Black Mass,62600000.0,37200000.0
Devil and Angel (E Gun Tian Shi),131000.0,98500000.0
The Visit,65200000.0,33200000.0
Spotlight,45100000.0,53200000.0
Poltergeist (2015),47400000.0,48000000.0
In the Heart of the Sea,25000000.0,68900000.0
Southpaw,52400000.0,39500000.0
The Second Best Exotic Marigold Hotel,33100000.0,52900000.0
Paper Towns,32000000.0,53500000.0
Sicario,46900000.0,38000000.0
Hitman: Agent 47,22500000.0,59900000.0
The Wedding Ringer,64500000.0,15300000.0
Paranormal Activity: The Ghost Dimension,18300000.0,60600000.0
Crimson Peak,31100000.0,43600000.0
The Transporter Refueled,16000000.0,56600000.0
Run All Night,26500000.0,45200000.0
The Age of Adaline,42600000.0,23000000.0
The Danish Girl,11100000.0,53100000.0
Unfriended,32500000.0,31600000.0
The Longest Ride,37400000.0,25500000.0
Brooklyn,38300000.0,23800000.0
Dragon Ball Z: Resurrection 'F',8000000.0,53800000.0
