movie_id,genres,movie_id,averagerating,numvotes,ordering
tt3197802,"Biography,Family,History",tt3197802,8.3,49,1
tt2950418,"Biography,Family,Sport",tt2950418,7.2,3438,1
tt6182372,"Biography,Fantasy",tt6182372,7.4,198,1
tt1662519,"Biography,Fantasy,Horror",tt1662519,6.3,29,1
tt1119630,"Biography,History",tt1119630,6.8,11,1
tt2934614,"Biography,History,Music",tt2934614,8.5,6,1
tt2650486,"Biography,History,Mystery",tt2650486,6.1,49,1
tt2428824,"Biography,History,Romance",tt2428824,7.5,533,1
tt1884380,"Biography,History,Thriller",tt1884380,6.1,129,1
tt7170698,"Biography,History,War",tt7170698,6.6,353,1
tt2991532,"Biography,Horror",tt2991532,3.7,1514,1
tt2523934,"Biography,Music",tt2523934,6.5,62,1
tt7342838,"Biography,Music,Romance",tt7342838,7.5,3570,1
tt6267968,"Biography,Musical",tt6267968,6.4,7,1
tt6697640,"Biography,Romance",tt6697640,6.5,122,1
tt1601195,"Biography,Romance,War",tt1601195,6.9,72,1
tt5946974,"Biography,Sport",tt5946974,6.5,163,1
tt1713440,"Biography,Thriller",tt1713440,7.0,5544,1
tt5604902,"Biography,Thriller,Western",tt5604902,5.4,151,1
tt3526538,"Biography,War",tt3526538,6.2,1522,1
tt0285252,Comedy,tt0285252,3.9,219,1
tt0404978,"Comedy,Crime",tt0404978,5.7,22148,1
tt1587707,"Comedy,Crime,Documentary",tt1587707,8.0,58721,1
tt0337882,"Comedy,Crime,Drama",tt0337882,7.4,14,1
tt1475549,"Comedy,Crime,Family",tt1475549,3.2,479,1
tt3174842,"Comedy,Crime,Fantasy",tt3174842,6.0,52,1
tt1320239,"Comedy,Crime,History",tt1320239,6.2,18431,1
tt1510986,"Comedy,Crime,Horror",tt1510986,2.9,58,1
tt1278449,"Comedy,Crime,Music",tt1278449,7.2,8313,1
tt3289324,"Comedy,Crime,Musical",tt3289324,5.6,5,1
tt0859635,"Comedy,Crime,Mystery",tt0859635,6.1,20104,1
tt1279935,"Comedy,Crime,Romance",tt1279935,6.3,144683,1
tt6203324,"Comedy,Crime,Sci-Fi",tt6203324,6.4,11,1
tt1688701,"Comedy,Crime,Sport",tt1688701,7.6,47,1
tt0938305,"Comedy,Crime,Thriller",tt0938305,6.1,6088,1
tt1117390,"Comedy,Documentary",tt1117390,6.5,21,1
tt1521002,"Comedy,Documentary,Drama",tt1521002,8.5,15,1
tt1863265,"Comedy,Documentary,Family",tt1863265,8.9,7,1
tt4135932,"Comedy,Documentary,Fantasy",tt4135932,9.4,5,1
tt1350629,"Comedy,Documentary,History",tt1350629,6.4,7,1
tt2321768,"Comedy,Documentary,Horror",tt2321768,7.6,18,1
tt1464783,"Comedy,Documentary,Music",tt1464783,7.2,496,1
tt2815498,"Comedy,Documentary,Musical",tt2815498,7.1,7,1
tt2523584,"Comedy,Documentary,Mystery",tt2523584,8.8,21,1
tt1592191,"Comedy,Documentary,News",tt1592191,6.7,94,1
tt1833779,"Comedy,Documentary,Romance",tt1833779,9.1,7,1
tt4324852,"Comedy,Documentary,Sci-Fi",tt4324852,8.5,12,1
tt3171022,"Comedy,Documentary,Sport",tt3171022,6.8,19,1
tt2172891,"Comedy,Documentary,Thriller",tt2172891,5.7,86,1
tt1733484,"Comedy,Documentary,War",tt1733484,7.4,17,1
tt2602506,"Comedy,Documentary,Western",tt2602506,6.5,62,1
tt0069204,"Comedy,Drama",tt0069204,6.1,13,1
tt10183682,"Comedy,Drama,Family",tt10183682,5.8,13,1
tt0100275,"Comedy,Drama,Fantasy",tt0100275,6.5,119,1
tt1259591,"Comedy,Drama,History",tt1259591,6.3,546,1
tt1220224,"Comedy,Drama,Horror",tt1220224,3.7,107,1
tt0433397,"Comedy,Drama,Music",tt0433397,4.7,214,1
tt1235192,"Comedy,Drama,Musical",tt1235192,5.5,8,1
tt1041778,"Comedy,Drama,Mystery",tt1041778,5.4,572,1
tt2613168,"Comedy,Drama,News",tt2613168,5.7,20,1
tt5274440,"Comedy,Drama,Reality-TV",tt5274440,8.8,15,1
tt0365545,"Comedy,Drama,Romance",tt0365545,6.4,6287,1
tt0454155,"Comedy,Drama,Sci-Fi",tt0454155,6.4,19,1
tt1027873,"Comedy,Drama,Sport",tt1027873,3.6,366,1
tt1403990,"Comedy,Drama,Thriller",tt1403990,8.5,31,1
tt0838194,"Comedy,Drama,War",tt0838194,7.9,12,1
tt1349629,"Comedy,Drama,Western",tt1349629,6.3,18,1
tt0383010,"Comedy,Family",tt0383010,5.1,28570,1
tt0808510,"Comedy,Family,Fantasy",tt0808510,5.0,37939,1
tt2978576,"Comedy,Family,History",tt2978576,6.5,1639,1
tt2247065,"Comedy,Family,Horror",tt2247065,6.0,20,1
tt1603444,"Comedy,Family,Music",tt1603444,6.6,63,1
tt1380190,"Comedy,Family,Musical",tt1380190,5.2,240,1
tt2630876,"Comedy,Family,Mystery",tt2630876,6.9,46,1
tt1222817,"Comedy,Family,Romance",tt1222817,5.2,52396,1
tt1468727,"Comedy,Family,Sci-Fi",tt1468727,3.7,275,1
tt1390424,"Comedy,Family,Sport",tt1390424,5.4,283,1
tt1927165,"Comedy,Family,Thriller",tt1927165,6.1,97,1
tt1847738,"Comedy,Family,Western",tt1847738,8.2,20,1
tt1245492,"Comedy,Fantasy",tt1245492,6.6,360556,1
tt1077368,"Comedy,Fantasy,Horror",tt1077368,6.2,229818,1
tt1467385,"Comedy,Fantasy,Music",tt1467385,6.9,277,1
tt1754633,"Comedy,Fantasy,Musical",tt1754633,5.7,386,1
tt2781920,"Comedy,Fantasy,Mystery",tt2781920,6.3,46,1
tt1286766,"Comedy,Fantasy,Romance",tt1286766,5.7,343,1
tt1754743,"Comedy,Fantasy,Sci-Fi",tt1754743,5.6,12,1
tt7431894,"Comedy,Fantasy,Sport",tt7431894,6.2,940,1
tt1935902,"Comedy,Fantasy,Thriller",tt1935902,6.4,13746,1
tt1675197,"Comedy,History",tt1675197,6.6,850,1
tt3437164,"Comedy,History,Horror",tt3437164,1.1,168,1
tt3797700,"Comedy,History,Music",tt3797700,5.7,149,1
tt6395628,"Comedy,History,Musical",tt6395628,8.3,172,1
tt2022441,"Comedy,History,Mystery",tt2022441,7.2,62,1
tt5245942,"Comedy,History,News",tt5245942,6.2,15,1
tt5961314,"Comedy,History,Romance",tt5961314,6.2,243,1
tt7266798,"Comedy,History,Sport",tt7266798,6.6,43,1
tt1329309,"Comedy,History,War",tt1329309,6.4,28,1
tt0464154,"Comedy,Horror",tt0464154,5.4,81327,1
tt2084763,"Comedy,Horror,Music",tt2084763,7.2,62,1
tt1067090,"Comedy,Horror,Musical",tt1067090,6.2,47,1
tt1595025,"Comedy,Horror,Mystery",tt1595025,5.0,99,1
tt1545106,"Comedy,Horror,Romance",tt1545106,5.2,8838,1
tt1525366,"Comedy,Horror,Sci-Fi",tt1525366,6.3,15727,1
tt1954374,"Comedy,Horror,Sport",tt1954374,5.3,478,1
tt0772179,"Comedy,Horror,Thriller",tt0772179,4.5,95,1
tt4020324,"Comedy,Horror,War",tt4020324,5.0,23,1
tt4405860,"Comedy,Horror,Western",tt4405860,3.2,1124,1
tt1307920,"Comedy,Music",tt1307920,7.7,13,1
tt2083223,"Comedy,Music,Musical",tt2083223,8.2,8,1
tt0821486,"Comedy,Music,Romance",tt0821486,5.6,19,1
tt1744674,"Comedy,Music,Sci-Fi",tt1744674,5.0,18,1
tt8858104,"Comedy,Music,Thriller",tt8858104,6.9,5587,1
tt3164256,"Comedy,Music,War",tt3164256,5.5,9587,1
tt1161411,"Comedy,Musical",tt1161411,4.9,337,1
tt0882741,"Comedy,Musical,Romance",tt0882741,7.2,59,1
tt2078709,"Comedy,Musical,Sci-Fi",tt2078709,5.6,36,1
tt5161302,"Comedy,Musical,Sport",tt5161302,1.4,28,1
tt1748088,"Comedy,Musical,War",tt1748088,5.7,26,1
tt4459758,"Comedy,Musical,Western",tt4459758,8.2,186,1
tt1263779,"Comedy,Mystery",tt1263779,6.3,30,1
tt1523483,"Comedy,Mystery,Romance",tt1523483,5.7,11858,1
tt1828965,"Comedy,Mystery,Sci-Fi",tt1828965,7.0,5,1
tt1641824,"Comedy,Mystery,Thriller",tt1641824,8.0,80,1
tt2649660,"Comedy,News",tt2649660,5.7,9,1
tt4807744,"Comedy,Reality-TV",tt4807744,7.6,13,1
tt0452183,"Comedy,Romance",tt0452183,6.4,77,1
tt1396208,"Comedy,Romance,Sci-Fi",tt1396208,4.2,4953,1
tt1407061,"Comedy,Romance,Sport",tt1407061,5.9,12466,1
tt1593807,"Comedy,Romance,Thriller",tt1593807,6.1,264,1
tt4346036,"Comedy,Romance,Western",tt4346036,4.1,14,1
tt0841185,"Comedy,Sci-Fi",tt0841185,6.6,50,1
tt3418092,"Comedy,Sci-Fi,Sport",tt3418092,7.1,7,1
tt1521803,"Comedy,Sci-Fi,Thriller",tt1521803,6.9,16,1
tt3295330,"Comedy,Sci-Fi,Western",tt3295330,7.5,38,1
tt1262978,"Comedy,Sport",tt1262978,4.7,100,1
tt6774126,"Comedy,Sport,Thriller",tt6774126,4.9,210,1
tt3263192,"Comedy,Sport,Western",tt3263192,6.4,17,1
tt10366330,"Comedy,Thriller",tt10366330,8.1,10,1
tt1783285,"Comedy,Thriller,Western",tt1783285,6.1,711,1
tt1814671,"Comedy,War",tt1814671,5.4,42,1
tt1231289,"Comedy,Western",tt1231289,6.6,16,1
tt0984084,Crime,tt0984084,5.5,40,1
tt0963292,"Crime,Documentary",tt0963292,6.0,215,1
tt1659217,"Crime,Documentary,Drama",tt1659217,8.9,10,1
tt3196650,"Crime,Documentary,Family",tt3196650,7.2,6,1
tt5189860,"Crime,Documentary,Fantasy",tt5189860,5.0,22,1
tt1240548,"Crime,Documentary,History",tt1240548,8.7,46,1
tt1311713,"Crime,Documentary,Music",tt1311713,7.1,64,1
tt1588446,"Crime,Documentary,Mystery",tt1588446,6.7,112,1
tt1616162,"Crime,Documentary,News",tt1616162,6.6,24,1
tt4552298,"Crime,Documentary,Romance",tt4552298,7.1,1180,1
tt6627134,"Crime,Documentary,Sport",tt6627134,7.4,349,1
tt2178953,"Crime,Documentary,Thriller",tt2178953,6.8,48,1
tt3392412,"Crime,Documentary,War",tt3392412,7.6,54,1
tt0250404,"Crime,Drama",tt0250404,6.7,236,1
tt1652343,"Crime,Drama,Family",tt1652343,4.4,7,1
tt1196939,"Crime,Drama,Fantasy",tt1196939,7.0,31,1
tt0968264,"Crime,Drama,History",tt0968264,6.9,26416,1
tt0445054,"Crime,Drama,Horror",tt0445054,6.5,6705,1
tt1117668,"Crime,Drama,Music",tt1117668,5.0,229,1
tt1843840,"Crime,Drama,Musical",tt1843840,6.4,414,1
tt1092634,"Crime,Drama,Mystery",tt1092634,6.4,8662,1
tt3311058,"Crime,Drama,News",tt3311058,4.5,13,1
tt0837559,"Crime,Drama,Romance",tt0837559,5.0,239,1
tt1954798,"Crime,Drama,Sci-Fi",tt1954798,3.8,31,1
tt1571219,"Crime,Drama,Sport",tt1571219,6.3,464,1
tt0409379,"Crime,Drama,Thriller",tt0409379,6.2,7045,1
tt1229381,"Crime,Drama,War",tt1229381,6.6,3414,1
tt1821355,"Crime,Drama,Western",tt1821355,3.7,247,1
tt2945504,"Crime,Family",tt2945504,5.7,55,1
tt2974050,"Crime,Family,Horror",tt2974050,4.5,4841,1
tt2401067,"Crime,Family,Thriller",tt2401067,6.9,27,1
tt2597342,"Crime,Fantasy,Horror",tt2597342,7.4,7,1
tt2071582,"Crime,Fantasy,Mystery",tt2071582,5.4,383,1
tt2843344,"Crime,Fantasy,Thriller",tt2843344,6.5,847,1
tt5646434,"Crime,History",tt5646434,6.5,24,1
tt1846526,"Crime,History,Thriller",tt1846526,6.5,4964,1
tt1870554,"Crime,Horror",tt1870554,6.8,32,1
tt1849824,"Crime,Horror,Musical",tt1849824,3.1,148,1
tt1312233,"Crime,Horror,Mystery",tt1312233,7.0,21,1
tt3218580,"Crime,Horror,Romance",tt3218580,6.2,2301,1
tt3081268,"Crime,Horror,Sci-Fi",tt3081268,5.1,2772,1
tt1100051,"Crime,Horror,Thriller",tt1100051,5.1,6239,1
tt2368010,"Crime,Music,Mystery",tt2368010,6.5,28,1
tt2948530,"Crime,Music,Thriller",tt2948530,4.5,396,1
tt2633114,"Crime,Musical",tt2633114,3.9,194,1
tt3166542,"Crime,Musical,Thriller",tt3166542,6.8,43,1
tt1713949,"Crime,Mystery",tt1713949,7.5,13,1
tt2069961,"Crime,Mystery,Romance",tt2069961,5.9,32,1
tt1475143,"Crime,Mystery,Sci-Fi",tt1475143,6.5,15,1
tt1132285,"Crime,Mystery,Thriller",tt1132285,5.8,10075,1
tt8009578,"Crime,Mystery,Western",tt8009578,5.0,145,1
tt2317135,"Crime,Romance",tt2317135,4.6,268,1
tt1753806,"Crime,Romance,Thriller",tt1753806,5.1,15,1
tt2245137,"Crime,Sci-Fi",tt2245137,3.7,68,1
tt1847544,"Crime,Sci-Fi,Thriller",tt1847544,3.3,7,1
tt1170380,"Crime,Sport,Thriller",tt1170380,5.8,25,1
tt0458481,"Crime,Thriller",tt0458481,6.5,140666,1
tt3715392,"Crime,Thriller,Western",tt3715392,6.9,21,1
tt2507106,"Crime,Western",tt2507106,6.4,5,1
tt0159369,Documentary,tt0159369,7.6,53,1
tt0795459,"Documentary,Drama",tt0795459,6.8,748,1
tt1462647,"Documentary,Drama,Family",tt1462647,7.5,17,1
tt2891774,"Documentary,Drama,Fantasy",tt2891774,5.9,39,1
tt1147543,"Documentary,Drama,History",tt1147543,8.5,48,1
tt1854294,"Documentary,Drama,Horror",tt1854294,7.6,40,1
tt1411274,"Documentary,Drama,Music",tt1411274,7.2,287,1
tt1758576,"Documentary,Drama,Musical",tt1758576,7.0,1185,1
tt1584016,"Documentary,Drama,Mystery",tt1584016,7.1,38656,1
tt1433856,"Documentary,Drama,News",tt1433856,6.6,26,1
tt1548927,"Documentary,Drama,Reality-TV",tt1548927,7.2,6,1
tt1720220,"Documentary,Drama,Romance",tt1720220,7.5,8,1
tt1049412,"Documentary,Drama,Sci-Fi",tt1049412,6.6,252,1
tt1407927,"Documentary,Drama,Sport",tt1407927,7.6,2762,1
tt2473514,"Documentary,Drama,Thriller",tt2473514,8.8,8,1
tt1601184,"Documentary,Drama,War",tt1601184,7.2,196,1
tt2096560,"Documentary,Drama,Western",tt2096560,2.9,237,1
tt1337645,"Documentary,Family",tt1337645,7.0,6,1
tt1745717,"Documentary,Family,Fantasy",tt1745717,7.0,7,1
tt1578818,"Documentary,Family,History",tt1578818,8.4,5,1
tt1505405,"Documentary,Family,Music",tt1505405,7.4,118,1
tt3856476,"Documentary,Family,Musical",tt3856476,9.3,19,1
tt3792994,"Documentary,Family,Mystery",tt3792994,7.6,16,1
tt1222816,"Documentary,Family,News",tt1222816,7.4,375,1
tt1740810,"Documentary,Family,Romance",tt1740810,9.7,25,1
tt9081788,"Documentary,Family,Sci-Fi",tt9081788,6.5,28,1
tt1730320,"Documentary,Family,Sport",tt1730320,8.2,6,1
tt3420726,"Documentary,Family,War",tt3420726,9.0,5,1
tt2651214,"Documentary,Family,Western",tt2651214,7.3,48,1
tt1950433,"Documentary,Fantasy",tt1950433,7.8,5,1
tt2070853,"Documentary,Fantasy,History",tt2070853,7.5,162,1
tt1773715,"Documentary,Fantasy,Horror",tt1773715,8.0,14,1
tt3721796,"Documentary,Fantasy,Mystery",tt3721796,8.3,7,1
tt2234495,"Documentary,Fantasy,Sci-Fi",tt2234495,6.7,33,1
tt0277964,"Documentary,History",tt0277964,7.0,31,1
tt2032398,"Documentary,History,Horror",tt2032398,7.4,8,1
tt1417592,"Documentary,History,Music",tt1417592,8.3,7286,1
tt2962144,"Documentary,History,Musical",tt2962144,6.5,6,1
tt1798162,"Documentary,History,Mystery",tt1798162,6.3,16,1
tt1521721,"Documentary,History,News",tt1521721,7.5,28,1
tt4870190,"Documentary,History,Reality-TV",tt4870190,6.9,29,1
tt2223676,"Documentary,History,Romance",tt2223676,7.3,30,1
tt1541881,"Documentary,History,Sci-Fi",tt1541881,6.8,5,1
tt1250861,"Documentary,History,Sport",tt1250861,6.2,416,1
tt2466950,"Documentary,History,Thriller",tt2466950,7.3,60,1
tt1517606,"Documentary,History,War",tt1517606,6.6,23,1
tt1924274,"Documentary,History,Western",tt1924274,8.7,15,1
tt1536421,"Documentary,Horror",tt1536421,6.8,317,1
tt4222512,"Documentary,Horror,Mystery",tt4222512,4.3,7,1
tt3176998,"Documentary,Horror,News",tt3176998,7.1,7,1
tt3254656,"Documentary,Horror,Romance",tt3254656,6.2,684,1
tt1992222,"Documentary,Horror,Thriller",tt1992222,4.6,26,1
tt0770802,"Documentary,Music",tt0770802,8.5,29725,1
tt1561329,"Documentary,Music,Musical",tt1561329,8.2,25,1
tt2038260,"Documentary,Music,Mystery",tt2038260,7.6,64,1
tt2265567,"Documentary,Music,News",tt2265567,7.6,97,1
tt6511076,"Documentary,Music,Reality-TV",tt6511076,6.8,6,1
tt1722476,"Documentary,Music,Romance",tt1722476,6.9,717,1
tt2007499,"Documentary,Music,Sport",tt2007499,7.9,28,1
tt1735937,"Documentary,Music,War",tt1735937,8.6,13,1
tt1653853,"Documentary,Musical",tt1653853,7.2,44,1
tt2772764,"Documentary,Musical,Mystery",tt2772764,7.3,7,1
tt1563670,"Documentary,Mystery",tt1563670,6.2,19,1
tt2362020,"Documentary,Mystery,News",tt2362020,8.5,6,1
tt5424590,"Documentary,Mystery,Sci-Fi",tt5424590,7.4,89,1
tt3018596,"Documentary,Mystery,Thriller",tt3018596,7.4,42,1
tt1426386,"Documentary,News",tt1426386,7.4,559,1
tt3201538,"Documentary,News,Reality-TV",tt3201538,8.8,8,1
tt2837866,"Documentary,News,Romance",tt2837866,7.1,258,1
tt4477888,"Documentary,News,Sport",tt4477888,8.8,25,1
tt2458876,"Documentary,News,Thriller",tt2458876,5.4,340,1
tt1763295,"Documentary,News,War",tt1763295,6.5,12,1
tt1563778,"Documentary,Reality-TV",tt1563778,4.8,171,1
tt1545021,"Documentary,Romance",tt1545021,6.3,167,1
tt1692889,"Documentary,Sci-Fi",tt1692889,7.1,139,1
tt1020904,"Documentary,Sport",tt1020904,8.0,70,1
tt6333060,"Documentary,Sport,Thriller",tt6333060,7.9,28979,1
tt5127878,"Documentary,Sport,War",tt5127878,7.1,33,1
tt1542045,"Documentary,Thriller",tt1542045,7.6,14,1
tt1047850,"Documentary,War",tt1047850,8.0,8,1
tt1532296,"Documentary,Western",tt1532296,8.7,20,1
tt0069049,Drama,tt0069049,6.9,4517,1
tt0328810,"Drama,Family",tt0328810,7.9,61,1
tt1295059,"Drama,Family,Fantasy",tt1295059,6.2,362,1
tt1606618,"Drama,Family,History",tt1606618,5.8,123,1
tt1592770,"Drama,Family,Horror",tt1592770,7.1,45,1
tt1425922,"Drama,Family,Music",tt1425922,4.6,1901,1
tt1694565,"Drama,Family,Musical",tt1694565,5.5,6,1
tt1776065,"Drama,Family,Mystery",tt1776065,6.1,15,1
tt4253132,"Drama,Family,News",tt4253132,6.4,16,1
tt1631365,"Drama,Family,Romance",tt1631365,6.8,100,1
tt1537280,"Drama,Family,Sci-Fi",tt1537280,6.4,12,1
tt1422916,"Drama,Family,Sport",tt1422916,4.6,231,1
tt1605791,"Drama,Family,Thriller",tt1605791,7.4,226,1
tt1742128,"Drama,Family,War",tt1742128,4.1,9,1
tt3978152,"Drama,Family,Western",tt3978152,7.1,23,1
tt0478304,"Drama,Fantasy",tt0478304,6.8,156266,1
tt0970955,"Drama,Fantasy,History",tt0970955,7.5,12,1
tt0433533,"Drama,Fantasy,Horror",tt0433533,5.2,168,1
tt1355630,"Drama,Fantasy,Music",tt1355630,6.8,107625,1
tt1534072,"Drama,Fantasy,Musical",tt1534072,8.7,7,1
tt0843839,"Drama,Fantasy,Mystery",tt0843839,7.4,35,1
tt0499608,"Drama,Fantasy,Romance",tt0499608,5.6,31,1
tt1288411,"Drama,Fantasy,Sci-Fi",tt1288411,6.1,203,1
tt0770778,"Drama,Fantasy,Thriller",tt0770778,4.0,449,1
tt1754871,"Drama,Fantasy,Western",tt1754871,5.0,9,1
tt2088950,"Drama,Game-Show,Thriller",tt2088950,5.6,3462,1
tt1064960,"Drama,History",tt1064960,6.1,9,1
tt2131579,"Drama,History,Horror",tt2131579,4.8,134,1
tt2624704,"Drama,History,Music",tt2624704,7.7,1049,1
tt1707386,"Drama,History,Musical",tt1707386,7.6,285971,1
tt1859565,"Drama,History,Mystery",tt1859565,6.6,34,1
tt2430074,"Drama,History,News",tt2430074,7.8,6,1
tt0491203,"Drama,History,Romance",tt0491203,6.2,15037,1
tt1974232,"Drama,History,Sci-Fi",tt1974232,7.2,10,1
tt1777034,"Drama,History,Sport",tt1777034,7.5,9945,1
tt1454700,"Drama,History,Thriller",tt1454700,7.1,565,1
tt0403645,"Drama,History,War",tt0403645,4.1,3907,1
tt3129682,"Drama,History,Western",tt3129682,8.3,6,1
tt0323808,"Drama,Horror",tt0323808,3.9,2328,1
tt1667488,"Drama,Horror,Music",tt1667488,6.0,9,1
tt2463692,"Drama,Horror,Musical",tt2463692,6.3,631,1
tt0498381,"Drama,Horror,Mystery",tt0498381,4.5,34151,1
tt0850677,"Drama,Horror,Romance",tt0850677,4.5,2538,1
tt0462335,"Drama,Horror,Sci-Fi",tt0462335,5.6,33746,1
tt1087461,"Drama,Horror,Thriller",tt1087461,4.7,7652,1
tt2370410,"Drama,Horror,Western",tt2370410,4.5,164,1
tt0811069,"Drama,Music",tt0811069,7.4,65,1
tt1126591,"Drama,Music,Musical",tt1126591,6.4,71021,1
tt2382054,"Drama,Music,Mystery",tt2382054,4.5,102,1
tt4084912,"Drama,Music,News",tt4084912,5.2,41,1
tt0482459,"Drama,Music,Romance",tt0482459,6.8,402,1
tt1541874,"Drama,Music,Sci-Fi",tt1541874,5.6,8251,1
tt1572774,"Drama,Music,Thriller",tt1572774,4.7,38,1
tt1710625,"Drama,Music,War",tt1710625,6.8,713,1
tt1152278,"Drama,Musical",tt1152278,7.5,86,1
tt0977643,"Drama,Musical,Romance",tt0977643,4.4,7,1
tt1740744,"Drama,Musical,Sci-Fi",tt1740744,5.6,7,1
tt1821373,"Drama,Musical,Thriller",tt1821373,7.2,730,1
tt1234540,"Drama,Musical,War",tt1234540,5.8,191,1
tt5605728,"Drama,Musical,Western",tt5605728,6.5,71,1
tt0247643,"Drama,Mystery",tt0247643,4.0,12,1
tt3957080,"Drama,Mystery,News",tt3957080,7.3,7,1
tt1236371,"Drama,Mystery,Romance",tt1236371,7.5,2928,1
tt0419692,"Drama,Mystery,Sci-Fi",tt0419692,4.5,190,1
tt0326965,"Drama,Mystery,Thriller",tt0326965,5.5,1889,1
tt0787442,"Drama,Mystery,War",tt0787442,7.1,3733,1
tt2378585,"Drama,Mystery,Western",tt2378585,7.1,31,1
tt2765978,"Drama,News",tt2765978,8.4,5,1
tt2774262,"Drama,News,Thriller",tt2774262,6.7,44,1
tt1611913,"Drama,News,War",tt1611913,7.3,13,1
tt0443331,"Drama,Romance",tt0443331,4.1,1571,1
tt0435651,"Drama,Romance,Sci-Fi",tt0435651,6.5,104999,1
tt1381406,"Drama,Romance,Sport",tt1381406,2.9,351,1
tt1116183,"Drama,Romance,Thriller",tt1116183,3.8,123,1
tt0443533,"Drama,Romance,War",tt0443533,6.3,1024,1
tt1745816,"Drama,Romance,Western",tt1745816,3.9,14,1
tt0934446,"Drama,Sci-Fi",tt0934446,3.8,299,1
tt3779844,"Drama,Sci-Fi,Sport",tt3779844,7.0,88,1
tt0360556,"Drama,Sci-Fi,Thriller",tt0360556,4.9,14469,1
tt2461504,"Drama,Sci-Fi,War",tt2461504,7.6,9,1
tt2150534,"Drama,Sci-Fi,Western",tt2150534,4.7,40,1
tt0479051,"Drama,Sport",tt0479051,6.5,40,1
tt1937449,"Drama,Sport,Thriller",tt1937449,5.7,6806,1
tt0439724,"Drama,Thriller",tt0439724,7.5,26,1
tt1372686,"Drama,Thriller,War",tt1372686,6.1,29654,1
tt1268970,"Drama,Thriller,Western",tt1268970,4.3,786,1
tt0816442,"Drama,War",tt0816442,7.6,119023,1
tt2936180,"Drama,War,Western",tt2936180,7.2,5851,1
tt1384925,"Drama,Western",tt1384925,5.1,690,1
tt1232202,Family,tt1232202,5.3,132,1
tt0768187,"Family,Fantasy",tt0768187,6.1,111,1
tt1185244,"Family,Fantasy,Horror",tt1185244,4.7,452,1
tt3806888,"Family,Fantasy,Music",tt3806888,4.9,61,1
tt2771200,"Family,Fantasy,Musical",tt2771200,7.2,238325,1
tt4861720,"Family,Fantasy,Mystery",tt4861720,5.2,62,1
tt1464606,"Family,Fantasy,Romance",tt1464606,5.6,818,1
tt1813496,"Family,Fantasy,Sci-Fi",tt1813496,6.0,43,1
tt2325880,"Family,Fantasy,Western",tt2325880,6.5,27,1
tt2956808,"Family,History,War",tt2956808,8.0,40,1
tt3104228,"Family,Horror,Romance",tt3104228,4.6,25,1
tt2231231,"Family,Horror,Thriller",tt2231231,6.7,102,1
tt4212580,"Family,Music",tt4212580,6.6,7,1
tt2505818,"Family,Music,Romance",tt2505818,6.0,326,1
tt1482130,"Family,Musical",tt1482130,5.4,27,1
tt2598580,"Family,Musical,Romance",tt2598580,2.7,237,1
tt1954648,"Family,Musical,Sport",tt1954648,6.4,8,1
tt1648099,"Family,Mystery",tt1648099,6.9,767,1
tt5123866,"Family,Mystery,Sport",tt5123866,4.5,130,1
tt2088832,"Family,Mystery,Thriller",tt2088832,5.1,589,1
tt1683909,"Family,Romance",tt1683909,4.9,10,1
tt3044702,"Family,Sci-Fi",tt3044702,5.0,204,1
tt2294789,"Family,Sci-Fi,Thriller",tt2294789,5.4,77,1
tt0483586,"Family,Sport",tt0483586,6.5,759,1
tt2167708,"Family,Thriller",tt2167708,6.7,6,1
tt8248820,"Family,War",tt8248820,5.8,5,1
tt5321174,"Family,Western",tt5321174,5.4,243,1
tt0417610,Fantasy,tt0417610,6.4,80,1
tt4301200,"Fantasy,History,Music",tt4301200,7.6,18,1
tt3122436,"Fantasy,History,Mystery",tt3122436,3.3,121,1
tt1640224,"Fantasy,History,Romance",tt1640224,7.9,33,1
tt1055363,"Fantasy,Horror",tt1055363,3.5,826,1
tt2119392,"Fantasy,Horror,Music",tt2119392,6.0,6,1
tt1546401,"Fantasy,Horror,Musical",tt1546401,5.1,26,1
tt1034415,"Fantasy,Horror,Mystery",tt1034415,6.8,37360,1
tt4429588,"Fantasy,Horror,Romance",tt4429588,4.4,139,1
tt1608369,"Fantasy,Horror,Sci-Fi",tt1608369,2.6,264,1
tt0478660,"Fantasy,Horror,Thriller",tt0478660,6.2,10,1
tt4287470,"Fantasy,Horror,Western",tt4287470,4.5,508,1
tt1625077,"Fantasy,Music",tt1625077,8.1,12,1
tt1861336,"Fantasy,Music,Romance",tt1861336,6.6,11,1
tt2049386,"Fantasy,Musical",tt2049386,6.5,6,1
tt2044863,"Fantasy,Musical,Sci-Fi",tt2044863,7.9,539,1
tt1843879,"Fantasy,Mystery",tt1843879,7.6,7,1
tt1501652,"Fantasy,Mystery,Romance",tt1501652,4.5,1266,1
tt1794784,"Fantasy,Mystery,Sci-Fi",tt1794784,5.7,189,1
tt1688444,"Fantasy,Mystery,Thriller",tt1688444,8.2,6,1
tt1611845,"Fantasy,Romance",tt1611845,5.4,75,1
tt1664662,"Fantasy,Romance,Sci-Fi",tt1664662,6.0,581,1
tt1712049,"Fantasy,Romance,Thriller",tt1712049,8.2,9,1
tt1522203,"Fantasy,Sci-Fi",tt1522203,5.0,24,1
tt1597044,"Fantasy,Sci-Fi,Thriller",tt1597044,5.8,13,1
tt1558246,"Fantasy,Thriller",tt1558246,3.6,416,1
